linterId,severity,objectName,message,value
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <276>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <2874>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <29075>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <30146>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <32968>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <3467>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <357>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <35924>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <399>,bilan_adm.adresses_consolidees.surf_equiv_m2
io.github.mbarre.schemacrawler.tool.linter.LinterColumnContentNotNormalized,HIGH,bilan_adm.adresses_consolidees,<10> repetitions of the same value <412>,bilan_adm.adresses_consolidees.surf_equiv_m2
